host_name	match	taxid	group	n.genomes	correction	corrected.taxid	reassigned
macropanesthia rhinoceros	macropanesthia rhinoceros	112917	EXACT	1	NA	NA	NA
macroplea appendiculata	macroplea appendiculata	408114	EXACT	1	NA	NA	NA
macroplea mutica	macroplea mutica	408116	EXACT	1	NA	NA	NA
macroptilium atropurpureum	macroptilium atropurpureum	90550	EXACT	8	NA	NA	NA
macropus	macropus	9312	EXACT	1	NA	NA	NA
macropus eugenii (tammar wallaby)	macropus eugenii	9315	CONFIDENT	1	NA	NA	NA
macrosiphoniella sanborni	macrosiphoniella sanborni	713927	EXACT	1	NA	NA	NA
macrosiphum euphorbiae	macrosiphum euphorbiae	13131	EXACT	1	NA	NA	NA
macrosiphum gaurae	macrosiphum gaurae	527749	EXACT	1	NA	NA	NA
macrosteles quadrilineatus	macrosteles quadrilineatus	74068	EXACT	2	NA	NA	NA
macrosteles quadripunctulatus	macrosteles quadripunctulatus	1128428	EXACT	2	NA	NA	NA
macrosteles sp. nr. severini	macrosteles	30137	CONFIDENT	2	NA	NA	NA
macrotermes barneyi	macrotermes barneyi	46573	EXACT	3	NA	NA	NA
macrotermes bellicosus	macrotermes bellicosus	201577	EXACT	1	NA	NA	NA
macrotermes natalensis	macrotermes natalensis	315803	EXACT	8	NA	NA	NA
macrotermes sp.	macrotermes sp.	2866636	EXACT	3	NA	NA	NA
macrotermes subhyalinus	macrotermes subhyalinus	138608	EXACT	16	NA	NA	NA
mactra quadrangularis	mactra quadrangularis	120570	EXACT	1	NA	NA	NA
madagascar periwinkle, catharanthus roseus	catharanthus roseus	4058	CONFIDENT	2	NA	NA	NA
madathamugadia hiepei	madathamugadia hiepei	1240987	EXACT	1	NA	NA	NA
madhuca insignis	madhuca insignis	1817927	EXACT	2	NA	NA	NA
madracis decactis	madracis decactis	123769	EXACT	2	NA	NA	NA
magellanic penguin, spheniscus magellanicus	spheniscus magellanicus	37081	CONFIDENT	4	NA	NA	NA
magicicada cassini	magicicada cassini	38086	EXACT	1	NA	NA	NA
magicicada neotredecim	magicicada neotredecim	145348	EXACT	1	NA	NA	NA
magicicada septendecim	magicicada septendecim	44679	EXACT	1	NA	NA	NA
magicicada septendecula	magicicada septendecula	44680	EXACT	1	NA	NA	NA
magicicada tredecassini	magicicada tredecassini	52804	EXACT	1	NA	NA	NA
magicicada tredecim	magicicada tredecim	52805	EXACT	2	NA	NA	NA
magicicada tredecula	magicicada tredecula	52806	EXACT	1	NA	NA	NA
magnaporthe oryzae	magnaporthe oryzae	318829	EXACT	1	NA	NA	NA
magnolia grandiflora	magnolia grandiflora	3406	EXACT	1	NA	NA	NA
magnolia sp.	magnolia	3402	CONFIDENT	1	NA	NA	NA
maianthemum japonicum	maianthemum japonicum	100528	EXACT	1	NA	NA	NA
maize	maize	381124	EXACT	17	NA	NA	NA
maize, zea mays	zea mays	4577	CONFIDENT	767	NA	NA	NA
maize, zea mays subsp. mays	zeae mays	381124	CONFIDENT	1	NA	NA	NA
maja brachydactyla	maja brachydactyla	373746	EXACT	4	NA	NA	NA
malaclemys terrapin	malaclemys terrapin	8485	EXACT	1	NA	NA	NA
malacocottus gibber	malacocottus gibber	708428	EXACT	1	NA	NA	NA
malacosoma disstria	malacosoma disstria	40071	EXACT	2	NA	NA	NA
malawi cichlid (auloncara maleri)	aulonocara stuartgranti	286572	CONFIDENT	1	NA	NA	NA
malayan pangolin	malayan pangolin	9974	EXACT	1	NA	NA	NA
male	NA	NA	CORRECTION	3	NA	NA	TRUE
mallard	mallard	8839	EXACT	2	NA	NA	NA
mallotus japonicus	mallotus japonicus	29747	EXACT	1	NA	NA	NA
malus	malus	3749	EXACT	5	NA	NA	NA
malus domestica	malus domestica	3750	EXACT	82	NA	NA	NA
malus prunifolia (crab apple)	malus prunifolia	106564	CONFIDENT	1	NA	NA	NA
malus sieversii	malus sieversii	106567	EXACT	3	NA	NA	NA
malus sp.	malus sp.	3751	EXACT	2	NA	NA	NA
malus sylvestris	malus sylvestris	3752	EXACT	1	NA	NA	NA
malus x domestica	malus x domestica	3750	EXACT	1	NA	NA	NA
malva verticillata	malva verticillata	446348	EXACT	1	NA	NA	NA
malvaviscus penduliflorus	malvaviscus penduliflorus	1181298	EXACT	1	NA	NA	NA
mammal	mammalia	40674	CONFIDENT	5	NA	NA	NA
mammal (guinea pig)	cavia porcellus	10141	CONFIDENT	1	NA	NA	NA
mammal (monkey)	simiiformes	314293	CONFIDENT	1	NA	NA	NA
mammal (wild porpoise)	phocoenidae	9740	CONFIDENT	1	NA	NA	NA
mammuthus primigenius	mammuthus primigenius	37349	EXACT	2	NA	NA	NA
manchurian wild rice, zizania latifolia	zizania latifolia	58934	CONFIDENT	1	NA	NA	NA
mandarin fish	mandarin fish	119488	EXACT	2	NA	NA	NA
mandarin orange	mandarin orange	85571	EXACT	6	NA	NA	NA
mandarin sika	cervus nippon kopschi	501781	CONFIDENT	2	NA	NA	NA
mandevilla sanderi	mandevilla sanderi	52837	EXACT	1	NA	NA	NA
mandevilla sp.	mandevilla is not aecificecies, but rather a genus with manyecies however, the best match would be "mandevilla" (taxid: 40562)	None	CONFIDENT	1	NA	NA	NA
mandrill	mandrill	9561	EXACT	15	NA	NA	NA
mangifera indica	mangifera indica	29780	EXACT	7	NA	NA	NA
mangifera indica l	mangifera indica	29780	CONFIDENT	1	NA	NA	NA
mangifera indica l.	mangifera indica	29780	CONFIDENT	4	NA	NA	NA
mango	mango	29780	EXACT	4	NA	NA	NA
mango, mangifera indica	mangifera indica	29780	CONFIDENT	1	NA	NA	NA
mangrove	rhizophoraceae	40029	CONFIDENT	2	NA	NA	NA
mangrove plant	rhizophoraceae	40029	CONFIDENT	1	NA	NA	NA
mangrove soil	NA	NA	CORRECTION	1	NA	NA	TRUE
manihot esculenta	manihot esculenta	3983	EXACT	7	NA	NA	NA
manihot esculenta crantz	cassava	3983	CONFIDENT	2	NA	NA	NA
manila clams	ruditapes philippinarum	129788	CONFIDENT	1	NA	NA	NA
manis javanica (pangolin)	manis javanica	9974	CONFIDENT	1	NA	NA	NA
mansonella ozzardi	mansonella ozzardi	122354	EXACT	4	NA	NA	NA
mansonella perstans	mansonella perstans	42231	EXACT	4	NA	NA	NA
mantella crocea	mantella crocea	143427	EXACT	1	NA	NA	NA
maple	Acer	4022	CORRECTION	4	Acer	4022	TRUE
marah sp.	marah	48241	CONFIDENT	1	NA	NA	NA
marasmius oreades	marasmius oreades	181124	EXACT	1	NA	NA	NA
marbled eel	marbled eel	7939	EXACT	2	NA	NA	NA
marcassin	sus scrofa domestica	9825	CONFIDENT	2	NA	NA	NA
mare	Equus caballus	9796	CORRECTION	6	Equus caballus	9796	TRUE
mareca penelope	mareca penelope	8838	EXACT	2	NA	NA	NA
marguerite daisy	Bellis perennis	41492	CORRECTION	2	Bellis perennis	41492	TRUE
marine	environmental samples: marine		NONMATCHING	1	NA	NA	NA
marine algae	streptophyta (note: this is not a perfect match, as streptophyta includes both marine and terrestrial algae, but it's the closest match)		NONMATCHING	24	NA	NA	NA
marine animal	NA	NA	CORRECTION	1	NA	NA	TRUE
marine ciliate	spirotrichea	33829	CONFIDENT	2	NA	NA	NA
marine fireworm, hermodice carunculata	hermodice carunculata	259844	CONFIDENT	1	NA	NA	NA
marine fish	actinopterygii	7898	CONFIDENT	3	NA	NA	NA
marine invertebrate	invertebrata		NONMATCHING	2	NA	NA	NA
marine limpet	patelloida	72693	CONFIDENT	1	NA	NA	NA
marine macroalgae	chlorophyta; phaeophyceae; rhodophyceae		NONMATCHING	3	NA	NA	NA
marine mammal	NA	NA	CORRECTION	1	NA	NA	TRUE
marine mammals	mammalia	40674	CONFIDENT	1	NA	NA	NA
marine sediment	environmental samples: marine sediment		NONMATCHING	3	NA	NA	NA
marine sponge	Porifera	6040	CORRECTION	41	Porifera	6040	TRUE
marine sponge lissodendoryx isodictyalis in the bahamas	lissodendoryx isodictyalis	458502	CONFIDENT	2	NA	NA	NA
marine sponge pandaros acanthifolium	pandaros acanthifolium	458511	CONFIDENT	1	NA	NA	NA
marine sponge plakortis	plakortis simplex	252963	CONFIDENT	1	NA	NA	NA
marine tunicate, lissoclinum patella	lissoclinum patella	13110	CONFIDENT	1	NA	NA	NA
marine water	environmental samples: marine		NONMATCHING	3	NA	NA	NA
marketmore variety cucumber	cucumis sativus	3659	CONFIDENT	2	NA	NA	NA
marl pit	na	9860	CONFIDENT	3	NA	NA	NA
marmosa camescens	marmosa mexicana	225402	CONFIDENT	1	NA	NA	NA
marmoset	callithrix jacchus	9483	CONFIDENT	14	NA	NA	NA
marmot	marmota	9992	CONFIDENT	99	NA	NA	NA
marmot, marmota baibacina	marmota baibacina	93157	CONFIDENT	1	NA	NA	NA
marmot, marmota himalayana	marmota himalayana	93163	CONFIDENT	1	NA	NA	NA
marmota	marmota	9992	EXACT	8	NA	NA	NA
marmota baibacina	marmota baibacina	93157	EXACT	7	NA	NA	NA
marmota caudata	marmota caudata	71802	EXACT	1	NA	NA	NA
marmota himalayana	marmota himalayana	93163	EXACT	34	NA	NA	NA
marmota marmota	marmota marmota	9993	EXACT	4	NA	NA	NA
marmota monax	marmota monax	9995	EXACT	1	NA	NA	NA
marmota sibirica	marmota sibirica	93166	EXACT	4	NA	NA	NA
marsupenaeus japonicus	marsupenaeus japonicus	27405	EXACT	1	NA	NA	NA
marsupial	metatheria	9263	CONFIDENT	1	NA	NA	NA
marten	martes americana	9660	CONFIDENT	2	NA	NA	NA
marter	NA	NA	CORRECTION	1	NA	NA	TRUE
martes flavigula	martes flavigula	74864	EXACT	1	NA	NA	NA
martes martes	martes martes	29065	EXACT	1	NA	NA	NA
martynia diandra	martynia diandra	77074	EXACT	1	NA	NA	NA
massicus raddei	massicus raddei	157316	EXACT	1	NA	NA	NA
masson pine	pinus massoniana	88730	CONFIDENT	1	NA	NA	NA
mastotermes darwiniensis	mastotermes darwiniensis	13139	EXACT	2	NA	NA	NA
mat anemone, palythoa caribaeorum	palythoa caribaeorum	134933	CONFIDENT	1	NA	NA	NA
matricaria chamomilla	matricaria chamomilla	98504	EXACT	1	NA	NA	NA
matthiola incana	matthiola incana	3724	EXACT	2	NA	NA	NA
matthiola sp.	matthiola	3723	CONFIDENT	3	NA	NA	NA
mauremys annamensis	mauremys annamensis	204961	EXACT	1	NA	NA	NA
maytenus austroyunnanensis	maytenus austroyunnanensis	714482	EXACT	4	NA	NA	NA
meadow vole, microtus sp.	microtus pennsylvanicus	10058	CONFIDENT	1	NA	NA	NA
mealworm, tenebrio molitor	tenebrio molitor	7067	CONFIDENT	1	NA	NA	NA
mealworm, zophobas morio	tenebrio morio	2755281	CONFIDENT	1	NA	NA	NA
mealybug, planococcus citri	planococcus citri	170843	CONFIDENT	1	NA	NA	NA
meat duck	anas platyrhynchos domestica	8835	CONFIDENT	2	NA	NA	NA
mediastinia sp.	mediastinia is not a recognizedecies in the ncbi taxonomy database therefore, the answer is na	None	CONFIDENT	1	NA	NA	NA
medicago	medicago	3877	EXACT	14	NA	NA	NA
medicago arabica	medicago arabica	70936	EXACT	1	NA	NA	NA
medicago arborea	medicago arborea	66807	EXACT	5	NA	NA	NA
medicago blancheana	medicago blancheana	70938	EXACT	2	NA	NA	NA
medicago ciliaris	medicago ciliaris	70940	EXACT	1	NA	NA	NA
medicago constricta	medicago constricta	70941	EXACT	2	NA	NA	NA
medicago falcata	medicago falcata	3878	EXACT	5	NA	NA	NA
medicago laciniata	medicago laciniata	70952	EXACT	1	NA	NA	NA
medicago littoralis	medicago littoralis	75626	EXACT	3	NA	NA	NA
medicago lupulina l.	medicago lupulina	47085	CONFIDENT	1	NA	NA	NA
medicago marina	medicago marina	66815	EXACT	1	NA	NA	NA
medicago minima	medicago minima	70957	EXACT	1	NA	NA	NA
medicago murex	medicago murex	75627	EXACT	2	NA	NA	NA
medicago noeana	medicago noeana	70961	EXACT	3	NA	NA	NA
medicago orbicularis	medicago orbicularis	70962	EXACT	5	NA	NA	NA
medicago orthoceras	medicago orthoceras	70963	EXACT	1	NA	NA	NA
medicago polymorpha	medicago polymorpha	47084	EXACT	25	NA	NA	NA
medicago praecox	medicago praecox	70966	EXACT	1	NA	NA	NA
medicago radiata	medicago radiata	70968	EXACT	1	NA	NA	NA
medicago rigidula	medicago rigidula	70970	EXACT	6	NA	NA	NA
medicago rotata	medicago rotata	70971	EXACT	4	NA	NA	NA
medicago ruthenica	medicago ruthenica	70973	EXACT	2	NA	NA	NA
medicago sativa	medicago sativa	3879	EXACT	24	NA	NA	NA
medicago sativa l	medicago sativa	3879	CONFIDENT	1	NA	NA	NA
medicago sativa l. (cv. medea)	medicago sativa	3879	CONFIDENT	1	NA	NA	NA
medicago sativa l. subsp. ambigua	medicago sativa subsp ambigua	3879	CONFIDENT	1	NA	NA	NA
medicago sativa ssp. falcata	medicago sativa subsp falcata	3879	CONFIDENT	1	NA	NA	NA
medicago sativa subsp. varia (martyn) arcang	medicago sativa subsp varia	3879	CONFIDENT	1	NA	NA	NA
medicago sativa subsp. x varia	medicago sativa subsp. x varia	36902	EXACT	1	NA	NA	NA
medicago sativa, melilotus alba	for "medicago sativa", the best ncbi taxonomy entry is: medicago sativa	3879	CONFIDENT	1	NA	NA	NA
medicago sp.	medicago	3877	CONFIDENT	1	NA	NA	NA
medicago truncatula	medicago truncatula	3880	EXACT	73	NA	NA	NA
mediolabrus comicus	mediolabrus comicus	2590921	EXACT	39	NA	NA	NA
mediterranean flour moth, ephestia kuehniella	ephestia kuehniella	40079	CONFIDENT	3	NA	NA	NA
meerkat, suricata suricatta	suricata suricatta	37032	CONFIDENT	1	NA	NA	NA
megabothris turbidus	megabothris turbidus	506912	EXACT	1	NA	NA	NA
megachile rotundata	megachile rotundata	143995	EXACT	8	NA	NA	NA
megacopta punctatissima	megacopta punctatissima	342402	EXACT	2	NA	NA	NA
megadyptes antipodes	megadyptes antipodes	37085	EXACT	42	NA	NA	NA
megaloblatta sp.	megaloblatta sp.	3037052	EXACT	1	NA	NA	NA
megalobrama amblycephala	megalobrama amblycephala	75352	EXACT	3	NA	NA	NA
megascops choliba	megascops choliba	507958	EXACT	1	NA	NA	NA
megaselia nigra	megaselia nigra	1987643	EXACT	1	NA	NA	NA
megaspora	megaspora	88750	EXACT	4	NA	NA	NA
megathyrsus maximus	megathyrsus maximus	59788	EXACT	1	NA	NA	NA
megoura sp.	megoura is likely referring to an aphidecies the best match in ncbi taxonomy would be "megoura"	None	CONFIDENT	4	NA	NA	NA
meimuna iwasakii	meimuna iwasakii	2170268	EXACT	1	NA	NA	NA
meimuna kuroiwae	meimuna kuroiwae	2170269	EXACT	1	NA	NA	NA
meimuna opalifera	meimuna opalifera	179424	EXACT	1	NA	NA	NA
meimuna oshimensis	meimuna oshimensis	2170270	EXACT	1	NA	NA	NA
melaleuca quinquenervia	melaleuca quinquenervia	164942	EXACT	1	NA	NA	NA
melanaphis sacchari	melanaphis sacchari	742174	EXACT	1	NA	NA	NA
melanaphis sacchari zehntner	melanaphis sacchari	742174	CONFIDENT	1	NA	NA	NA
melanocetus johnsonii	melanocetus johnsonii	242962	EXACT	6	NA	NA	NA
melanogrammus aeglefinus	melanogrammus aeglefinus	8056	EXACT	1	NA	NA	NA
melanozosteria sp.	unclassified melanozosteria	2618492	CONFIDENT	1	NA	NA	NA
melaphis rhois	melaphis rhois	13142	EXACT	1	NA	NA	NA
meleagris	meleagris	9102	EXACT	26	NA	NA	NA
meleagris gallopavo	meleagris gallopavo	9103	EXACT	4	NA	NA	NA
meleagris gallopavo (domesticated turkey)	meleagris gallopavo domestica	9102	CONFIDENT	1	NA	NA	NA
meleagris gallopavo (turkey)	meleagris gallopavo	9103	CONFIDENT	1	NA	NA	NA
meleagris gallopavo domesticus	Meleagris gallopavo domesticus	NA	CORRECTION	1	Meleagris gallopavo domesticus	NA	TRUE
meleagris sp.	meleagris is a genus of turkeys, so the best ncbi taxonomy entry would be:	None	CONFIDENT	8	NA	NA	NA
meles meles	meles meles	9662	EXACT	12	NA	NA	NA
melia azedarach	melia azedarach	155640	EXACT	2	NA	NA	NA
melia azedarach linn. (chinaberry)	melia azedarach	155640	CONFIDENT	1	NA	NA	NA
melilotus albus	melilotus albus	47082	EXACT	10	NA	NA	NA
melilotus officinalis	melilotus officinalis	47083	EXACT	1	NA	NA	NA
melissodes sp.	melissodes sp.	81083	EXACT	1	NA	NA	NA
meloidogyne (root knot nematode)	meloidogyne	189290	CONFIDENT	10	NA	NA	NA
meloidogyne sp.	meloidogyne sp.	2782023	EXACT	1	NA	NA	NA
meloidogyne spp.	meloidogyne	189290	CONFIDENT	1	NA	NA	NA
melolontha hippocastani	melolontha hippocastani	903833	EXACT	1	NA	NA	NA
melon	cucumis melo	3656	CONFIDENT	2	NA	NA	NA
melophlus sp.	melophlus is aonge, so the best ncbi taxonomy entry would be "melophlus" (taxid: 289454)	6231	CONFIDENT	1	NA	NA	NA
melopsittacus undulatus	melopsittacus undulatus	13146	EXACT	3	NA	NA	NA
menetes berdmorei	menetes berdmorei	52808	EXACT	1	NA	NA	NA
mentha arvensis l.	mentha arvensis	292239	CONFIDENT	4	NA	NA	NA
mephitiade sp.	mephitidae	119825	CONFIDENT	1	NA	NA	NA
mephitidae	mephitidae	119825	EXACT	1	NA	NA	NA
mephitis mephitis	mephitis mephitis	30548	EXACT	1	NA	NA	NA
mercenaria mercenaria	mercenaria mercenaria	6596	EXACT	6	NA	NA	NA
meriones libycus	meriones libycus	298886	EXACT	5	NA	NA	NA
meriones libycus erythrourus	meriones libycus erythrourus	504100	EXACT	2	NA	NA	NA
meriones meridianus	meriones meridianus	261754	EXACT	9	NA	NA	NA
meriones tamariscinus	meriones tamariscinus	504099	EXACT	4	NA	NA	NA
meriones unguiculatus	meriones unguiculatus	10047	EXACT	32	NA	NA	NA
merluccius capensis	merluccius capensis	89947	EXACT	1	NA	NA	NA
merremia gangetica	merremia gangetica	1191042	EXACT	6	NA	NA	NA
mesoclemmys nasuta	mesoclemmys nasuta	571340	EXACT	1	NA	NA	NA
mesocricetus auratus	mesocricetus auratus	10036	EXACT	4	NA	NA	NA
mesoplodon bidens	mesoplodon bidens	48745	EXACT	1	NA	NA	NA
metaphire sieboldi	metaphire sieboldi	506672	EXACT	1	NA	NA	NA
methana sp.	methanosaeta	2222	CONFIDENT	1	NA	NA	NA
metrioptera engelhardti	metrioptera engelhardti	420884	EXACT	1	NA	NA	NA
metrosideros excelsa	metrosideros excelsa	62696	EXACT	1	NA	NA	NA
mexican leech, haementeria officinalis	haementeria officinalis	6410	CONFIDENT	1	NA	NA	NA
mexican lime	citrus aurantifolia	159033	CONFIDENT	1	NA	NA	NA
mice	mice	10095	EXACT	5	NA	NA	NA
mico argentatus	mico argentatus	9482	EXACT	5	NA	NA	NA
microalgae	viridiplantae	33090	CONFIDENT	7	NA	NA	NA
microbe in mouth of homo sapiens (two host levels)	human oral microbiome	447426	CONFIDENT	1	NA	NA	NA
microbial	bacteria; archaea		NONMATCHING	1	NA	NA	NA
microcebus murinus	microcebus murinus	30608	EXACT	1	NA	NA	NA
microcerotermes	microcerotermes	139992	EXACT	3	NA	NA	NA
microcerotermes parvus	microcerotermes parvus	187517	EXACT	6	NA	NA	NA
microcosmus	microcosmus	341085	EXACT	5	NA	NA	NA
microcystis aeruginosa	microcystis aeruginosa	1126	EXACT	2	NA	NA	NA
microlophium carnosum	microlophium carnosum	500459	EXACT	2	NA	NA	NA
micropterus salmoides	micropterus salmoides	27706	EXACT	1	NA	NA	NA
microtus agrestis	microtus agrestis	29092	EXACT	4	NA	NA	NA
microtus agrestis (field vole)	microtus agrestis	29092	CONFIDENT	1	NA	NA	NA
microtus arvalis	microtus arvalis	47230	EXACT	14	NA	NA	NA
microtus arvalis (common vole)	microtus arvalis	47230	CONFIDENT	9	NA	NA	NA
microtus arvalis field vole	microtus arvalis	47230	CONFIDENT	1	NA	NA	NA
microtus fortis	microtus fortis	100897	EXACT	2	NA	NA	NA
microtus guentheri	microtus guentheri	269655	EXACT	1	NA	NA	NA
microtus ochrogaster	microtus ochrogaster	79684	EXACT	2	NA	NA	NA
microtus ochrogaster (prairie vole)	microtus ochrogaster	79684	CONFIDENT	5	NA	NA	NA
microtus oeconomus (root vole)	microtus oeconomus	2162900	CONFIDENT	5	NA	NA	NA
microtus socialis	microtus socialis	269658	EXACT	7	NA	NA	NA
migratory bird	aves	8782	CONFIDENT	146	NA	NA	NA
migratory birds	NA	NA	CORRECTION	63	NA	NA	TRUE
milk	NA	NA	CORRECTION	6	NA	NA	TRUE
milkfish, chanos sp.	chanos chanos	29144	CONFIDENT	1	NA	NA	NA
milking cow	bos taurus	9913	CONFIDENT	1	NA	NA	NA
millettia ferruginea	millettia ferruginea	1096003	EXACT	1	NA	NA	NA
millingtonia hortensis	millingtonia hortensis	680227	EXACT	1	NA	NA	NA
millipede	millipede	7553	EXACT	1	NA	NA	NA
milvus migrans	milvus migrans	52810	EXACT	4	NA	NA	NA
mimachlamys nobilis	mimachlamys nobilis	106276	EXACT	1	NA	NA	NA
mimosa	mimosa	21013	EXACT	2	NA	NA	NA
mimosa affinis	mimosa affinis	648266	EXACT	7	NA	NA	NA
mimosa calodendron	Albizia calodendron	NA	CORRECTION	2	Albizia calodendron	NA	TRUE
mimosa cordistipula	mimosa cordistipula	648303	EXACT	2	NA	NA	NA
mimosa diplotricha	mimosa diplotricha	512270	EXACT	1	NA	NA	NA
mimosa flocculosa	mimosa flocculosa	560026	EXACT	2	NA	NA	NA
mimosa gracilis	mimosa gracilis	648355	EXACT	1	NA	NA	NA
mimosa gymnas	mimosa gymnas	648361	EXACT	1	NA	NA	NA
mimosa magentea	NA	NA	CORRECTION	1	NA	NA	TRUE
mimosa misera	mimosa misera	1075660	EXACT	1	NA	NA	NA
mimosa pteridifolia	mimosa pteridifolia	648454	EXACT	1	NA	NA	NA
mimosa pudica	mimosa pudica	76306	EXACT	8	NA	NA	NA
mimosa scabrella	mimosa scabrella	648482	EXACT	2	NA	NA	NA
mimosa schleidenii	mimosa schleidenii	648483	EXACT	1	NA	NA	NA
mimosa uraguensis	mimosa uraguensis	648519	EXACT	1	NA	NA	NA
mimosa velloziana	mimosa velloziana	648521	EXACT	2	NA	NA	NA
mimosa vestita	mimosa vestita	648526	EXACT	1	NA	NA	NA
mimosa xanthocentra var. subsericea	mimosa xanthocentra var. subsericea	648535	EXACT	1	NA	NA	NA
mini pig	sus scrofa	9823	CONFIDENT	2	NA	NA	NA
mini-pig	sus scrofa	9823	CONFIDENT	2	NA	NA	NA
mink	mink	452646	EXACT	363	NA	NA	NA
mirabilis jalapa	mirabilis jalapa	3538	EXACT	2	NA	NA	NA
mirounga angustirostris	mirounga angustirostris	9716	EXACT	3	NA	NA	NA
mirounga angustirostris (northern elephant seal)	mirounga angustirostris	9716	CONFIDENT	2	NA	NA	NA
mirounga leonina	mirounga leonina	9715	EXACT	218	NA	NA	NA
miscanthus giganteus	miscanthus giganteus	183674	EXACT	3	NA	NA	NA
miscanthus sacchariflorus	miscanthus sacchariflorus	183675	EXACT	1	NA	NA	NA
miscanthus sinensis	miscanthus sinensis	62337	EXACT	2	NA	NA	NA
misgurnus anguillicaudatus	misgurnus anguillicaudatus	75329	EXACT	1	NA	NA	NA
missed	NA	NA	CORRECTION	1	NA	NA	TRUE
missinhg	na	30521	CONFIDENT	1	NA	NA	NA
missinng	na	37577	CONFIDENT	1	NA	NA	NA
mite	acari	6933	CONFIDENT	3	NA	NA	NA
mnemiopsis	mnemiopsis	27922	EXACT	1	NA	NA	NA
mogannia minuta	mogannia minuta	2170271	EXACT	1	NA	NA	NA
mole	talpa europaea	9375	CONFIDENT	2	NA	NA	NA
molgula manhattensis	molgula manhattensis	30281	EXACT	1	NA	NA	NA
molineria capitulata	molineria capitulata	72645	EXACT	1	NA	NA	NA
mollusc	mollusca	6447	CONFIDENT	2	NA	NA	NA
molothrus ater	molothrus ater	84834	EXACT	25	NA	NA	NA
molpadia musculus	molpadia musculus	864627	EXACT	1	NA	NA	NA
momordica charantia	momordica charantia	3673	EXACT	1	NA	NA	NA
monarch butterfly, danaus plexippus	danaus plexippus	13037	CONFIDENT	1	NA	NA	NA
mongolian gerbil, meriones unguiculatus	meriones unguiculatus	10047	CONFIDENT	6	NA	NA	NA
mongolian jird	mongolian jird	10047	EXACT	1	NA	NA	NA
mongoose	herpestes	9699	CONFIDENT	1	NA	NA	NA
monkey	monkey	9527	EXACT	19	NA	NA	NA
monobia quadridens	monobia quadridens	50640	EXACT	1	NA	NA	NA
monochamus alternatus	monochamus alternatus	192382	EXACT	1	NA	NA	NA
monostroma hariotii	monostroma hariotii	1699195	EXACT	1	NA	NA	NA
montastraea cavernosa	montastraea cavernosa	63558	EXACT	7	NA	NA	NA
montastraea faveolata	montastraea faveolata	48498	EXACT	1	NA	NA	NA
montipora	montipora	46703	EXACT	2	NA	NA	NA
montipora aequituberculata	montipora aequituberculata	105609	EXACT	1	NA	NA	NA
montipora capitata	montipora capitata	46704	EXACT	4	NA	NA	NA
moorea producens jhb	cyanobacterium moorei	1155738	CONFIDENT	1	NA	NA	NA
moose	moose	999462	EXACT	4	NA	NA	NA
moose, alces alces	alces alces	9852	CONFIDENT	2	NA	NA	NA
morbier cheese	penicillium roqueforti	5082	CONFIDENT	1	NA	NA	NA
morella rubra	morella rubra	262757	EXACT	4	NA	NA	NA
mormidea sp.	NA	NA	CORRECTION	1	NA	NA	TRUE
morone chrysops x m. saxatilis	morone chrysops x morone saxatilis	45352	CONFIDENT	2	NA	NA	NA
morone chrysops x morone saxatilis	morone chrysops x morone saxatilis	45352	EXACT	4	NA	NA	NA
morone saxatilis	morone saxatilis	34816	EXACT	8	NA	NA	NA
morone saxatilis x m. chrysops	morone saxatilis x morone chrysops	1885027	CONFIDENT	2	NA	NA	NA
mortierella elongata	mortierella elongata	310910	EXACT	3	NA	NA	NA
mortierella parvispora	mortierella parvispora	205924	EXACT	1	NA	NA	NA
morus	morus	37577	EXACT	1	NA	NA	NA
morus alba	morus alba	3498	EXACT	11	NA	NA	NA
morus alba l.	the best ncbi taxonomy entry for "morus alba l" is: morus alba	37577	CONFIDENT	1	NA	NA	NA
morus alba var. atropurpurea	morus alba var. atropurpurea	1453101	EXACT	1	NA	NA	NA
morus sp.	morus is not a valid ncbi taxonomy entry, as it's a genus with multipleecies however, the best match would be "morus" (txid:3497)	None	CONFIDENT	1	NA	NA	NA
moschus berezovskii	moschus berezovskii	68408	EXACT	2	NA	NA	NA
mosquito	mosquito	186751	EXACT	10	NA	NA	NA
mosquito, anopheles gambiae	anopheles gambiae	7165	CONFIDENT	13	NA	NA	NA
mosquito, anopheles gambiae strain g3	anopheles gambiae str g3	7165	CONFIDENT	3	NA	NA	NA
mosquito, anopheles stephensi	anopheles stephensi	30069	CONFIDENT	5	NA	NA	NA
moss	bryophyta	3208	CONFIDENT	4	NA	NA	NA
